ID,SublineaTematica,Indicador,Valor,Año,Mes,geo_padre_nombre,geografia_nombre,Fuente_de_información,Actividad_Economica,CIIU,Tamaño_de_Empresa,Organización_Jurídica,Periodicidad,Camara_de_Comercio,Trimestre,latitude,longitude
209271,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
209270,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
71813,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),210,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
209250,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),3,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
125109,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULA CANCELADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
71812,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),72,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
24104,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULA CANCELADA (millones de pesos),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD MARTIRES,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6044,-74.09
209669,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
12937,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
209670,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),3,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
105979,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
72094,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),8.7,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
72095,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),97.2,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD PUENTE ARANDA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6125,-74.1066
72468,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SAN CRISTOBAL,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.5647,-74.0833
210222,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SAN CRISTOBAL,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.5647,-74.0833
24182,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULA CANCELADA (millones de pesos),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SAN CRISTOBAL,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.5647,-74.0833
125246,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULA CANCELADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SAN CRISTOBAL,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.5647,-74.0833
106437,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SANTAFE,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6112,-74.0702
72595,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),265.25,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SANTAFE,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6112,-74.0702
13236,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),180,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SANTAFE,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6112,-74.0702
210427,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),2,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SANTAFE,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6112,-74.0702
210853,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),2,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
210852,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
72909,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),"43,917,733",2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
106641,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
72908,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),10,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
72886,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),1.37,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
106654,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),2,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
210825,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
13381,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),"4,036",2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
13371,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),60,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD SUBA,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.7569,-74.0888
106972,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),2,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
211365,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
73294,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),84.8,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
73295,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS CON MATRICULA RENOVADA (millones de pesos),"93,855",2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
13603,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),16,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
211366,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS CON MATRICULA RENOVADA (numérico),1,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD TEUSAQUILLO,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4649   COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,MICROEMPRESAS,SOCIEDAD POR ACCIONES SIMPLIFICADA,MENSUAL,Bogota,2016 Segundo trimestre,4.6419,-74.0829
107564,DINÁMICA EMPRESARIAL,NUMERO DE EMPRESAS MATRICULADAS (numérico),3,2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD USME,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.4703,-74.1174
14019,DINÁMICA EMPRESARIAL,VALOR DE LOS ACTIVOS EMPRESARIALES DE EMPRESAS MATRICULADAS (millones de pesos),"39,005",2016,2016 Junio,"BOGOTÁ, D.C.",LOCALIDAD USME,CAMARA DE COMERCIO DE BOGOTA,G. COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,4542   MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,MICROEMPRESAS,PERSONA NATURAL,MENSUAL,Bogota,2016 Segundo trimestre,4.4703,-74.1174
